latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,source_file
30.36779,75.76401,346.38,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.38,3.4,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.28399,74.61081,332.76,0.56,0.51,2024-11-11,08:39,N,nominal,2.0NRT,299.25,6.6,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.31028,75.06039,337.93,0.59,0.53,2024-11-11,08:39,N,nominal,2.0NRT,298.47,4.32,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.37752,75.842,347.66,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.89,2.85,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.36572,75.76257,367.0,0.33,0.55,2024-11-11,08:39,N,high,2.0NRT,298.3,6.51,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.36006,75.88261,332.66,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.37,2.22,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.22887,76.15627,331.71,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,297.68,2.23,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.20503,75.91705,345.92,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.2,5.04,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.21917,76.0988,336.09,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,298.22,3.12,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.18214,75.75809,331.3,0.32,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.97,0.95,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.16706,75.76314,335.43,0.32,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.75,2.76,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.18083,75.9408,333.5,0.33,0.56,2024-11-11,08:39,N,nominal,2.0NRT,296.8,1.72,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.18679,76.01881,353.06,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,298.17,3.46,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.15683,75.7642,339.08,0.32,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.18,3.96,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.1597,75.86869,345.13,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.47,4.43,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.16344,75.91772,340.76,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.37,2.67,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.16371,75.92124,332.08,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.91,2.67,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.02503,74.12144,333.77,0.52,0.5,2024-11-11,08:39,N,nominal,2.0NRT,300.06,2.8,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.17845,75.92471,333.83,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.12,3.73,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.17992,75.94229,332.53,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.47,1.98,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.1864,76.02021,345.81,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,297.66,3.68,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.1599,75.76547,341.65,0.32,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.24,5.24,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.15804,75.86681,332.4,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.25,3.51,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.16237,75.9192,338.5,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.06,4.87,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.12011,75.78341,332.24,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.66,2.37,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.11005,75.85062,338.33,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.28,3.73,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.11704,75.93795,338.19,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.88,2.18,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.12914,76.0909,354.97,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,298.96,4.17,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.10408,75.84073,332.05,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.95,2.38,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.10436,75.8442,338.03,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.14,2.38,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.11154,76.06733,367.0,0.34,0.56,2024-11-11,08:39,N,high,2.0NRT,299.12,9.66,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.09692,75.94709,331.63,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,296.38,2.45,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.10633,76.06786,349.0,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,298.87,3.37,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.10661,76.07144,332.25,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,298.46,3.37,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.10911,76.10379,343.87,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,297.87,5.56,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.06786,75.84096,353.3,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,299.61,7.53,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.07219,75.89664,333.66,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.34,1.49,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.073,75.90711,331.97,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.29,7.04,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.07354,75.91409,367.0,0.33,0.55,2024-11-11,08:39,N,high,2.0NRT,302.86,17.72,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.06488,75.86929,336.0,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.97,1.31,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.08084,76.07765,337.05,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,298.24,2.18,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.02166,75.45021,331.09,0.62,0.54,2024-11-11,08:39,N,nominal,2.0NRT,298.64,4.14,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.06209,75.96841,331.24,0.33,0.56,2024-11-11,08:39,N,nominal,2.0NRT,297.53,1.6,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.07169,75.91343,351.51,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,298.71,6.16,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.06554,75.84045,367.0,0.33,0.55,2024-11-11,08:39,N,high,2.0NRT,300.97,6.37,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.02185,75.44983,331.67,0.62,0.54,2024-11-11,08:39,N,nominal,2.0NRT,298.62,5.01,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.06059,75.9676,330.18,0.33,0.56,2024-11-11,08:39,N,nominal,2.0NRT,297.52,1.25,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.06647,76.10328,330.94,0.34,0.56,2024-11-11,08:39,N,nominal,2.0NRT,298.57,1.36,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.02617,75.67897,337.63,0.32,0.55,2024-11-11,08:39,N,nominal,2.0NRT,299.35,2.22,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.0293,75.71625,341.52,0.32,0.55,2024-11-11,08:39,N,nominal,2.0NRT,299.26,4.64,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.04362,75.88812,346.88,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,298.29,3.59,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.04937,75.95807,337.6,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.45,3.56,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.04966,75.96157,343.33,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,298.63,3.56,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.04248,75.93755,349.81,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,298.05,4.93,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.04277,75.94105,351.31,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,298.41,4.93,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.01141,75.81115,333.97,0.33,0.55,2024-11-11,08:39,N,nominal,2.0NRT,297.3,1.62,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
31.04632,75.87503,301.43,0.55,0.42,2024-11-11,21:03,N,nominal,2.0NRT,289.95,0.79,N,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
31.04599,75.8738,302.9,0.55,0.42,2024-11-11,21:03,N,nominal,2.0NRT,289.91,0.92,N,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
30.83736,76.78968,299.13,0.41,0.45,2024-11-11,21:03,N,nominal,2.0NRT,287.86,0.31,N,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024316.txt
31.99042,73.26548,332.14,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,294.21,2.99,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.98693,73.26611,332.93,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,295.17,2.99,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.99527,73.44285,328.18,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.23,2.97,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.97472,73.31027,328.85,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,294.9,2.34,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.9683,73.31609,334.28,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,295.25,5.31,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.96597,73.32585,332.9,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,295.16,10.63,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.96773,73.33958,329.0,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.14,2.15,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.96539,73.32128,367.0,0.43,0.38,2024-11-12,08:20,N,high,2.0NRT,299.86,10.63,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.96189,73.3219,347.75,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.04,10.63,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.94556,73.25024,338.06,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.68,4.59,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.97238,73.46106,344.21,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.28,5.65,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.94473,73.24899,332.11,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.02,5.32,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.97239,73.45947,340.13,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.04,5.97,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.96887,73.46008,336.24,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.1,4.78,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.97007,73.46932,328.5,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,295.83,2.74,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.99804,73.74176,330.91,0.45,0.39,2024-11-12,08:20,N,nominal,2.0NRT,298.47,2.44,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.92445,73.28514,339.08,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.45,3.75,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.91166,73.29673,332.62,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.25,2.74,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.91309,73.44632,329.64,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.56,3.09,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.92559,73.60059,336.06,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.8,4.63,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.90431,73.46201,329.94,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.68,2.37,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.84578,73.22957,330.72,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,294.67,4.44,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.87846,73.54222,329.39,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.69,2.39,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.89721,73.69173,342.16,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,298.05,5.72,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.89366,73.69234,341.68,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,299.69,5.72,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.97397,74.35218,333.75,0.47,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.78,3.04,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.89491,73.68987,344.98,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,300.19,12.73,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.84735,73.35275,328.73,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.55,1.92,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.97472,74.34914,333.05,0.47,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.4,4.25,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.96982,74.33973,328.5,0.47,0.4,2024-11-12,08:20,N,nominal,2.0NRT,295.67,3.47,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.85714,73.48237,346.99,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,298.65,6.2,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.83633,73.37807,335.08,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.1,3.52,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.81233,73.35896,330.44,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.71,3.12,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.94489,74.44125,334.43,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,297.53,2.69,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.94612,74.45136,331.42,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.26,4.84,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.82313,73.49778,330.76,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.56,2.69,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.80774,73.40651,340.94,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.73,5.66,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.82146,73.56902,333.72,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.83,3.89,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.8268,73.61088,333.69,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.36,2.68,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.83572,73.68095,345.02,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,299.18,5.46,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.9204,74.45561,329.73,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.5,4.07,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.79553,73.47906,331.08,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.07,4.6,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.8091,73.58543,345.98,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,298.58,6.93,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.91612,74.45116,345.58,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.48,4.07,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.91673,74.45622,331.35,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,295.98,4.07,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.95823,74.80624,341.49,0.49,0.41,2024-11-12,08:20,N,nominal,2.0NRT,296.4,5.42,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.80439,73.57676,344.44,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,296.79,4.95,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.96796,74.95559,331.02,0.5,0.41,2024-11-12,08:20,N,nominal,2.0NRT,297.79,3.31,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.88884,74.31758,329.05,0.47,0.4,2024-11-12,08:20,N,nominal,2.0NRT,295.94,2.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.89054,74.39379,328.36,0.47,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.01,2.04,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.92373,74.67387,343.24,0.49,0.4,2024-11-12,08:20,N,nominal,2.0NRT,295.5,7.67,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.76623,73.41853,334.84,0.43,0.38,2024-11-12,08:20,N,nominal,2.0NRT,297.18,4.51,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.89521,74.4959,328.89,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.03,2.79,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.76516,73.54876,340.53,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,299.22,13.38,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.90423,74.90316,341.25,0.5,0.41,2024-11-12,08:20,N,nominal,2.0NRT,297.58,6.84,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.74489,73.7284,342.56,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,297.46,5.95,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.77664,74.18789,335.27,0.46,0.39,2024-11-12,08:20,N,nominal,2.0NRT,296.77,4.77,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.75597,74.59167,331.41,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.33,3.94,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.65634,73.81913,328.08,0.45,0.39,2024-11-12,08:20,N,nominal,2.0NRT,296.61,1.34,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.56524,73.72284,328.66,0.44,0.38,2024-11-12,08:20,N,nominal,2.0NRT,294.96,3.85,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.55171,73.75861,332.7,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,296.99,3.19,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.54462,73.75983,331.4,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,296.25,3.82,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.63176,74.5474,329.81,0.48,0.4,2024-11-12,08:20,N,nominal,2.0NRT,296.36,1.67,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.52333,73.7635,329.07,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,295.22,2.02,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.5109,73.75133,328.87,0.44,0.39,2024-11-12,08:20,N,nominal,2.0NRT,294.87,2.06,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.45559,75.34709,331.83,0.52,0.41,2024-11-12,08:20,N,nominal,2.0NRT,298.06,3.91,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.34407,75.78717,336.75,0.54,0.42,2024-11-12,08:20,N,nominal,2.0NRT,295.59,5.49,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.31563,75.71039,328.41,0.54,0.42,2024-11-12,08:20,N,nominal,2.0NRT,296.55,3.07,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.24494,75.856,333.2,0.54,0.42,2024-11-12,08:20,N,nominal,2.0NRT,298.82,4.43,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.11973,75.29562,329.37,0.51,0.41,2024-11-12,08:20,N,nominal,2.0NRT,296.19,2.85,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
31.07708,75.49534,340.98,0.52,0.42,2024-11-12,08:20,N,nominal,2.0NRT,297.53,9.2,D,fire_sat_data\SUOMI_VIIRS_C2_South_Asia_VNP14IMGTDL_NRT_2024317.txt
